Order_ID,Date,Customer_ID,Product,Category,Quantity,Price,Discount,Region,Payment_Method,Customer_Segment,Shipping_Method,Revenue
154,2023-06-09,CUST1019,Headphones,Accessories,6.0,1960.0,0.1,East,Debit Card,Corporate,First Class,10584.0
155,2022-06-09,CUST1023,Camera,Accessories,6.0,150.0,0.05,South,Cash,Consumer,Second Class,855.0
156,2023-11-30,CUST1413,Tablet,Electronics,3.0,600.0,0.1,East,Cash,Small Business,Standard Class,1620.0
157,2022-08-31,CUST1030,Smartwatch,Accessories,10.0,851.0,0.1,South,Cash,Consumer,Second Class,7659.0
158,2022-03-27,CUST1108,Smartphone,Electronics,1.0,402.0,0.2,East,Credit Card,Small Business,Second Class,321.6
159,2023-08-01,CUST1367,Camera,Office Supplies,,1373.0,0.1,North,Cash,Home Office,Same Day,
160,2023-11-13,CUST1281,Laptop,Accessories,4.0,1755.0,0.15,South,Debit Card,Consumer,First Class,5967.0
161,2023-07-11,CUST1128,Tablet,Electronics,12.0,345.0,0.1,West,Bank Transfer,Consumer,Same Day,3726.0
162,2023-07-28,CUST1229,Tablet,Accessories,6.0,402.0,0.15,North,Cash,Corporate,Second Class,2050.2
163,2023-10-08,CUST1111,Printer,Office Supplies,11.0,957.0,0.0,West,Debit Card,Small Business,First Class,10527.0
164,2022-01-28,CUST1136,Camera,Electronics,12.0,1203.0,0.2,East,Credit Card,Home Office,Second Class,11548.800000000001
165,2023-09-12,CUST1362,Camera,Electronics,10.0,1068.0,0.15,North,Credit Card,Consumer,Second Class,9078.0
166,2023-07-10,CUST1186,Headphones,Electronics,18.0,1229.0,0.1,East,Bank Transfer,Small Business,Standard Class,19909.8
167,2022-12-06,CUST1656,Printer,Office Supplies,7.0,1147.0,0.2,South,Bank Transfer,Home Office,Same Day,6423.200000000001
168,2022-11-27,CUST1584,Smartwatch,Office Supplies,7.0,1415.0,0.2,West,Debit Card,Consumer,Same Day,7924.0
169,2023-10-02,CUST1129,Headphones,Office Supplies,11.0,1538.0,0.15,East,Bank Transfer,Small Business,Second Class,14380.3
170,2023-05-21,CUST1261,Printer,Electronics,4.0,1163.0,0.15,West,Bank Transfer,Corporate,Standard Class,3954.2
171,2022-12-14,CUST1515,Headphones,Office Supplies,1.0,1652.0,0.05,West,Credit Card,Consumer,Second Class,1569.3999999999999
172,2023-04-18,CUST1449,Smartwatch,Accessories,13.0,504.0,0.05,East,Debit Card,Small Business,Second Class,6224.4
173,2022-08-19,CUST1104,Printer,Office Supplies,18.0,1821.0,0.2,South,Bank Transfer,Home Office,Second Class,26222.4
174,2022-07-09,CUST1483,Printer,Electronics,9.0,761.0,0.05,West,Debit Card,Home Office,Standard Class,6506.549999999999
175,2022-08-13,CUST1224,Laptop,Accessories,9.0,1029.0,0.1,East,Cash,Corporate,First Class,8334.9
176,2023-01-20,CUST1491,Headphones,Office Supplies,9.0,1405.0,0.0,South,Credit Card,Consumer,Standard Class,12645.0
177,2023-01-12,CUST1473,Headphones,Accessories,10.0,788.0,0.2,East,Credit Card,Corporate,Second Class,6304.0
178,2022-10-10,CUST1010,Tablet,Accessories,2.0,1026.0,0.0,South,Credit Card,Small Business,First Class,2052.0
179,2023-09-25,CUST1405,Smartwatch,Electronics,6.0,1421.0,0.05,West,Online Wallet,Home Office,Second Class,8099.7
180,2023-09-20,CUST1302,Smartphone,Accessories,15.0,282.0,0.15,North,Debit Card,Corporate,Standard Class,3595.5
181,2022-09-16,CUST1231,Laptop,Accessories,3.0,1851.0,0.2,East,Cash,Consumer,Standard Class,4442.400000000001
182,2022-12-25,CUST1731,Printer,Electronics,11.0,1671.0,0.05,West,Bank Transfer,Small Business,First Class,17461.95
183,2023-12-11,CUST1066,Printer,Electronics,6.0,1073.0,0.1,East,Cash,Consumer,Standard Class,5794.2
184,2023-04-01,CUST1112,Printer,Electronics,3.0,151.0,0.2,East,Debit Card,Corporate,Second Class,362.40000000000003
185,2023-02-15,CUST1013,Laptop,Accessories,11.0,1002.0,0.2,South,Credit Card,Home Office,First Class,8817.6
186,2023-10-11,CUST1393,Printer,Accessories,15.0,530.0,0.15,East,Online Wallet,Home Office,Same Day,6757.5
187,2022-11-14,CUST1500,Printer,Accessories,13.0,1287.0,0.2,South,Debit Card,Corporate,Second Class,13384.800000000001
188,2023-11-08,CUST1598,Smartwatch,Electronics,10.0,157.0,0.15,West,Debit Card,Consumer,Same Day,1334.5
189,2022-08-13,CUST1234,Camera,Office Supplies,6.0,1238.0,0.05,East,Bank Transfer,Consumer,First Class,7056.599999999999
190,2022-08-22,CUST1602,Camera,Accessories,15.0,1022.0,0.1,West,Cash,Consumer,First Class,13797.0
191,2023-11-15,CUST1314,Tablet,Office Supplies,18.0,1676.0,0.1,North,Cash,Consumer,Second Class,27151.2
192,2023-10-26,CUST1566,Tablet,Electronics,18.0,753.0,0.2,West,Bank Transfer,Home Office,Standard Class,10843.2
193,2023-01-09,CUST1012,Printer,Accessories,7.0,384.0,0.2,East,Online Wallet,Consumer,Second Class,2150.4
194,2023-11-03,CUST1209,Smartwatch,Office Supplies,15.0,135.0,0.05,North,Credit Card,Corporate,Standard Class,1923.75
195,2023-08-31,CUST1014,Printer,Accessories,18.0,783.0,0.15,South,Credit Card,Corporate,Standard Class,11979.9
196,2023-04-17,CUST1633,Tablet,Accessories,18.0,924.0,0.1,North,Online Wallet,Corporate,Second Class,14968.800000000001
197,2022-08-21,CUST1418,Laptop,Accessories,9.0,1497.0,0.15,East,Bank Transfer,Corporate,First Class,11452.05
198,2023-11-23,CUST1437,Laptop,Office Supplies,,1686.0,0.05,East,Debit Card,Consumer,Second Class,
199,2022-04-23,CUST1377,Smartphone,Electronics,8.0,1811.0,0.1,West,Cash,Home Office,Same Day,13039.2
200,2023-05-12,CUST1020,Camera,Accessories,2.0,413.0,0.1,South,Debit Card,Small Business,First Class,743.4
201,2023-03-18,CUST1587,Smartwatch,Electronics,11.0,109.0,0.0,East,,Consumer,Standard Class,1199.0
202,2023-07-18,CUST1755,Headphones,Electronics,7.0,1555.0,0.05,East,Debit Card,Small Business,First Class,10340.75
203,2022-09-25,CUST1735,Camera,Office Supplies,6.0,1323.0,0.05,South,Bank Transfer,Home Office,Second Class,7541.099999999999
204,2023-05-25,CUST1070,Headphones,Office Supplies,10.0,609.0,0.0,South,Bank Transfer,Consumer,First Class,6090.0
205,2023-01-21,CUST1211,Smartphone,Electronics,5.0,166.0,0.15,West,Online Wallet,Small Business,Standard Class,705.5
206,2023-01-22,CUST1101,Smartphone,Accessories,11.0,1812.0,0.0,North,Debit Card,Home Office,Standard Class,19932.0
207,2022-04-23,CUST1698,Printer,Office Supplies,1.0,923.0,0.05,South,Debit Card,Small Business,First Class,876.8499999999999
208,2023-09-05,CUST1132,Tablet,Accessories,2.0,964.0,0.15,East,Online Wallet,Corporate,Same Day,1638.8
209,2023-09-17,CUST1623,Smartphone,Accessories,1.0,1017.0,0.1,South,Online Wallet,Corporate,Standard Class,915.3000000000001
210,2022-03-22,CUST1381,Smartphone,Accessories,19.0,1048.0,0.0,East,Bank Transfer,Home Office,Same Day,19912.0
211,2023-11-30,CUST1132,Headphones,Electronics,2.0,1618.0,0.15,West,Bank Transfer,Home Office,Standard Class,2750.6
212,2022-04-23,CUST1020,Tablet,Accessories,4.0,93.0,0.15,North,Debit Card,Small Business,First Class,316.2
213,2022-01-02,CUST1536,Smartphone,Electronics,12.0,558.0,0.15,West,Bank Transfer,Home Office,Standard Class,5691.599999999999
214,2023-10-04,CUST1227,Camera,Electronics,18.0,1238.0,0.0,South,Bank Transfer,Corporate,Same Day,22284.0
215,2022-08-08,CUST1154,Smartphone,Accessories,1.0,1441.0,0.1,East,Debit Card,Corporate,Same Day,1296.9
216,2023-07-20,CUST1742,Tablet,Accessories,1.0,1930.0,0.15,South,Online Wallet,Consumer,First Class,1640.5
217,2022-08-13,CUST1469,Printer,Accessories,14.0,1365.0,0.0,South,Debit Card,Small Business,Same Day,19110.0
218,2023-01-20,CUST1405,Smartwatch,Accessories,4.0,898.0,0.05,South,Credit Card,Home Office,Same Day,3412.3999999999996
219,2023-02-07,CUST1202,Tablet,Electronics,5.0,1929.0,0.0,South,,Home Office,First Class,9645.0
220,2023-09-30,CUST1038,Headphones,Accessories,11.0,966.0,0.0,North,,Home Office,Standard Class,10626.0
221,2022-05-10,CUST1772,Smartwatch,Accessories,13.0,947.0,0.0,East,Debit Card,Small Business,First Class,12311.0
222,2022-02-22,CUST1188,Camera,Electronics,16.0,848.0,0.15,South,,Corporate,Standard Class,11532.8
223,2023-11-15,CUST1057,Laptop,Office Supplies,13.0,925.0,0.0,East,Credit Card,Home Office,Standard Class,12025.0
224,2023-12-31,CUST1020,Tablet,Office Supplies,2.0,1810.0,0.05,North,Debit Card,Home Office,Standard Class,3439.0
225,2023-11-03,CUST1273,Printer,Electronics,16.0,335.0,0.15,East,Bank Transfer,Corporate,Second Class,4556.0
